Rapport SHACL-meting dd;2026-08-16T12:55:55
Gevalideerd RDF-bestand;dewolden_orox.ttl
Gebruikte SHACL-processor;TopBraid 1.4.4
SHACL-meting op basis GWSW;ja
SHACL-meting op basis CFK;MdsPlan
Lokale kwaliteitseisen uit bestand;geen
Gevalideerd op onderdelen;Datatype kenmerk, Waardebereik kenmerk, Collectiewaarde kenmerk, Kardinaliteit, Datatype object, GWSW-relaties, GWSW-types, CFK-types, Verbindingen netwerk
Niet gevalideerd op;Geen, alle metingen gedaan
Maximaal aantal meldingen;onbeperkt

Draaitijd;(200.1 sec bezig)
Rapport 'conforms';false

Focus node;Source;Value;Severity;Message;Path;Detail-message;Detail-value;
lei3496-3548-1_lei3366_beg3366;BeginpuntLeiding_Knooppunt_card;te weinig voorkomens;Violation;Subject BeginpuntLeiding, path hasConnection, object Knooppunt - aantal voorkomens wijkt af (exact=1);b135918;;Focus-node: type=BeginpuntLeiding, hasAspect=lei3496-3548-1_lei3366_beg3366_bob, hasConnection=knp3496_put
lei3505-3562-1_lei3383_beg3383;BeginpuntLeiding_Knooppunt_card;te weinig voorkomens;Violation;Subject BeginpuntLeiding, path hasConnection, object Knooppunt - aantal voorkomens wijkt af (exact=1);b135933;;Focus-node: type=BeginpuntLeiding, hasAspect=lei3505-3562-1_lei3383_beg3383_bob, hasConnection=knp3505_put
lei3503-3437-1_lei3377_beg3377;BeginpuntLeiding_Knooppunt_card;te weinig voorkomens;Violation;Subject BeginpuntLeiding, path hasConnection, object Knooppunt - aantal voorkomens wijkt af (exact=1);b136108;;Focus-node: type=BeginpuntLeiding, hasAspect=lei3503-3437-1_lei3377_beg3377_bob, hasConnection=knp3503_put
knp3459;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0046, hasAspect=knp3459_bre, hasAspect=knp3459_len, hasAspect=knp3459_put, hasAspect=knp3459_mat, hasAspect=knp3459_vor
knp3455;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0038, hasAspect=knp3455_bre, hasAspect=knp3455_len, hasAspect=knp3455_put, hasAspect=knp3455_mat, hasAspect=knp3455_vor
knp3456;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0040, hasAspect=knp3456_bre, hasAspect=knp3456_len, hasAspect=knp3456_put, hasAspect=knp3456_bgd
knp3457;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0042, hasAspect=knp3457_bre, hasAspect=knp3457_len, hasAspect=knp3457_put, hasAspect=knp3457_bgd
knp3458;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0044, hasAspect=knp3458_bre, hasAspect=knp3458_len, hasAspect=knp3458_put, hasAspect=knp3458_bgd
knp3451;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0030, hasAspect=knp3451_bre, hasAspect=knp3451_len, hasAspect=knp3451_put, hasAspect=knp3451_mat, hasAspect=knp3451_vor
knp3452;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0032, hasAspect=knp3452_bre, hasAspect=knp3452_len, hasAspect=knp3452_put, hasAspect=knp3452_mat, hasAspect=knp3452_vor
knp3453;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0034, hasAspect=knp3453_bre, hasAspect=knp3453_len, hasAspect=knp3453_put, hasAspect=knp3453_mat, hasAspect=knp3453_vor
knp3454;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0036, hasAspect=knp3454_bre, hasAspect=knp3454_len, hasAspect=knp3454_put, hasAspect=knp3454_mat, hasAspect=knp3454_vor
knp3450;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0028, hasAspect=knp3450_bre, hasAspect=knp3450_len, hasAspect=knp3450_put, hasAspect=knp3450_mat, hasAspect=knp3450_vor
knp3448;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0024, hasAspect=knp3448_bre, hasAspect=knp3448_len, hasAspect=knp3448_put, hasAspect=knp3448_mat, hasAspect=knp3448_vor
knp3449;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0026, hasAspect=knp3449_bre, hasAspect=knp3449_len, hasAspect=knp3449_put, hasAspect=knp3449_mat, hasAspect=knp3449_vor
knp3444;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0016, hasAspect=knp3444_bre, hasAspect=knp3444_len, hasAspect=knp3444_put, hasAspect=knp3444_mat, hasAspect=knp3444_vor
knp3445;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Lozingsput, label=Kv1G0018, hasAspect=knp3445_bre, hasAspect=knp3445_len, hasAspect=knp3445_put, hasAspect=knp3445_mat, hasAspect=knp3445_vor
knp3446;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0020, hasAspect=knp3446_bre, hasAspect=knp3446_len, hasAspect=knp3446_put, hasAspect=knp3446_mat, hasAspect=knp3446_vor
knp3447;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0022, hasAspect=knp3447_bre, hasAspect=knp3447_len, hasAspect=knp3447_put, hasAspect=knp3447_mat, hasAspect=knp3447_vor
knp3440;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0008, hasAspect=knp3440_bre, hasAspect=knp3440_len, hasAspect=knp3440_put, hasAspect=knp3440_mat, hasAspect=knp3440_vor
knp3441;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0010, hasAspect=knp3441_bre, hasAspect=knp3441_len, hasAspect=knp3441_put, hasAspect=knp3441_mat, hasAspect=knp3441_vor
knp3442;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0012, hasAspect=knp3442_bre, hasAspect=knp3442_len, hasAspect=knp3442_put, hasAspect=knp3442_mat, hasAspect=knp3442_vor
knp3443;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Lozingsput, label=Kv1G0014, hasAspect=knp3443_bre, hasAspect=knp3443_len, hasAspect=knp3443_put, hasAspect=knp3443_mat, hasAspect=knp3443_vor
knp3462;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=Kv1P0002, hasAspect=knp3462_bre, hasAspect=knp3462_len, hasAspect=knp3462_put, hasAspect=knp3462_mat, hasAspect=knp3462_vor
knp3463;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1X0002, hasAspect=knp3463_bre, hasAspect=knp3463_len, hasAspect=knp3463_put
knp3460;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0048, hasAspect=knp3460_bre, hasAspect=knp3460_len, hasAspect=knp3460_put, hasAspect=knp3460_mat, hasAspect=knp3460_vor
knp3461;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0050, hasAspect=knp3461_bre, hasAspect=knp3461_len, hasAspect=knp3461_put, hasAspect=knp3461_mat, hasAspect=knp3461_vor
knp3490;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID4143, hasAspect=knp3490_bre, hasAspect=knp3490_len, hasAspect=knp3490_put, hasAspect=knp3490_mat, hasAspect=knp3490_vor
knp3497;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID4151, hasAspect=knp3497_bre, hasAspect=knp3497_len, hasAspect=knp3497_put, hasAspect=knp3497_mat, hasAspect=knp3497_vor
knp3488;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID4074, hasAspect=knp3488_bre, hasAspect=knp3488_len, hasAspect=knp3488_put, hasAspect=knp3488_mat, hasAspect=knp3488_vor
knp3489;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID4075, hasAspect=knp3489_bre, hasAspect=knp3489_len, hasAspect=knp3489_put, hasAspect=knp3489_mat, hasAspect=knp3489_vor
knp3438;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0004, hasAspect=knp3438_bre, hasAspect=knp3438_len, hasAspect=knp3438_put, hasAspect=knp3438_mat, hasAspect=knp3438_vor
knp3439;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=Kv1G0006, hasAspect=knp3439_bre, hasAspect=knp3439_len, hasAspect=knp3439_put, hasAspect=knp3439_mat, hasAspect=knp3439_vor
knp3435;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID0500, hasAspect=knp3435_bre, hasAspect=knp3435_len, hasAspect=knp3435_put
knp3436;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Inspectieput, label=ID6391, hasAspect=knp3436_bre, hasAspect=knp3436_len, hasAspect=knp3436_put, hasAspect=knp3436_mat, hasAspect=knp3436_vor
knp3576;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0014, hasAspect=knp3576_bre, hasAspect=knp3576_len, hasAspect=knp3576_put, hasAspect=knp3576_mat, hasAspect=knp3576_vor
knp3577;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0016, hasAspect=knp3577_bre, hasAspect=knp3577_len, hasAspect=knp3577_put, hasAspect=knp3577_mat, hasAspect=knp3577_vor
knp3578;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0018, hasAspect=knp3578_bre, hasAspect=knp3578_len, hasAspect=knp3578_put, hasAspect=knp3578_mat, hasAspect=knp3578_vor
knp3572;Put_HoogtePut_card;te weinig voorkomens;Violation;Subject Put, path hasAspect, object HoogtePut - aantal voorkomens wijkt af (exact=1);hasAspect;;Focus-node: type=Pompunit, label=KvBP0006, hasAspect=knp3572_bre, hasAspect=knp3572_len, hasAspect=knp3572_put, hasAspect=knp3572_mat, hasAspect=knp3572_vor
